ReturnID,OrderID,CustomerID,ReturnDate,Reason,RefundAmount,RestockingFee,Country,Region
RET000630,ORD00021456,CUST001278,26/03/2025,Wrong item,33.16,5.64,USA,South
RET000631,ORD00047904,CUST001187,13/10/2026,Changed mind,626.17,51.56,Australia,North
RET000632,ORD00043174,CUST002400,22/02/2022,Better price found,61.73,0.42,Australia,South
RET000633,ORD00006002,CUST000189,24/11/2025,Not as described,215.88,25.3,Canada,South
RET000634,ORD00000877,CUST001244,20/11/2022,Not as described,89.46,7.96,France,East
RET000635,ORD00027370,CUST000140,16/10/2024,Defective,100.85,1.03,Australia,North
RET000636,ORD00018136,CUST003401,09/02/2020,Not as described,36.19,1.62,Australia,East
RET000637,ORD00032859,CUST000873,11/09/2020,Better price found,34.95,0.12,India,West
RET000638,ORD00011877,CUST004744,17/07/2021,Changed mind,19.6,1.33,Germany,North
RET000639,ORD00003780,CUST000304,14/08/2025,No longer needed,118.51,1.74,Japan,Central
RET000640,ORD00037672,CUST002423,11/11/2023,Changed mind,100.93,3.42,India,North
RET000641,ORD00025464,CUST003736,04/08/2026,Better price found,830.51,6.34,Canada,Central
RET000642,ORD00010646,CUST003564,29/07/2021,Quality issue,4.7,0.76,Germany,West
RET000643,ORD00012819,CUST003167,06/02/2023,Quality issue,78.98,3.13,Germany,East
RET000644,ORD00049753,CUST004885,13/11/2022,Quality issue,140.86,7.65,Germany,North
RET000645,ORD00019180,CUST002907,13/11/2021,No longer needed,198.65,26.84,Germany,South
RET000646,ORD00024578,CUST002653,09/07/2021,No longer needed,145.16,19.36,UK,West
RET000647,ORD00045399,CUST002503,25/07/2025,Quality issue,757.28,63.48,UK,West
RET000648,ORD00035447,CUST004488,26/06/2022,Damage in shipping,282.41,38.27,Japan,Central
RET000649,ORD00032949,CUST004890,28/07/2021,Changed mind,34.37,0.8,Canada,Central
RET000650,ORD00011491,CUST000796,04/09/2022,Not as described,20.35,1.24,France,South
RET000651,ORD00005979,CUST003876,24/01/2027,Damage in shipping,174.74,5.78,India,West
RET000652,ORD00028123,CUST004891,09/04/2025,Quality issue,199.65,7.18,Germany,West
RET000653,ORD00004025,CUST003726,15/01/2023,Wrong item,191.86,1.97,UK,North
RET000654,ORD00033205,CUST000770,20/12/2022,Wrong item,3.45,0.19,Germany,Central
RET000655,ORD00014756,CUST004509,29/11/2023,Not as described,68.39,6.65,France,East
RET000656,ORD00034270,CUST004258,14/05/2024,Defective,165.47,2,Australia,Central
RET000657,ORD00046930,CUST004338,14/11/2023,Not as described,441.67,42.44,India,South
RET000658,ORD00015095,CUST003236,07/02/2022,Defective,196.86,15.01,Canada,Central
RET000659,ORD00023912,CUST000708,24/03/2020,Better price found,123.4,19.23,Canada,West
RET000660,ORD00048673,CUST000325,16/12/2026,Defective,175.99,27.84,Japan,East
RET000661,ORD00041898,CUST000706,03/05/2023,Damage in shipping,67.81,9.61,India,South
RET000662,ORD00009065,CUST002927,20/08/2026,Damage in shipping,780.83,14.91,France,West
RET000663,ORD00039288,CUST001801,31/01/2022,Better price found,11.2,0.69,USA,West
RET000664,ORD00030507,CUST004830,25/05/2020,Changed mind,52.1,3.34,Japan,South
RET000665,ORD00039849,CUST004710,07/07/2023,Not as described,36.98,5.49,UK,East
RET000666,ORD00028243,CUST000643,30/10/2022,Defective,57.94,1.05,Canada,North
RET000667,ORD00038441,CUST002157,14/03/2020,Wrong item,47.9,0.02,Australia,Central
RET000668,ORD00021478,CUST003526,14/07/2024,Better price found,333.78,57.94,Australia,Central
RET000669,ORD00046473,CUST004492,24/01/2027,Better price found,171.17,24.98,UK,North
RET000670,ORD00013390,CUST001499,12/11/2025,Damage in shipping,224.28,12.07,UK,North
RET000671,ORD00030049,CUST000392,16/05/2020,Changed mind,9.35,0.48,India,Central
RET000672,ORD00003215,CUST003388,06/06/2026,Not as described,246.83,1.5,USA,West
RET000673,ORD00033328,CUST003556,01/02/2027,Wrong item,836.3,30.58,Australia,South
RET000674,ORD00015610,CUST004281,04/03/2023,Damage in shipping,169.86,19.72,Australia,West
RET000675,ORD00006866,CUST003508,24/06/2024,Quality issue,210.75,1.8,USA,South
RET000676,ORD00009096,CUST004688,02/04/2023,Better price found,280.65,38.54,France,Central
RET000677,ORD00034574,CUST001687,12/12/2025,Damage in shipping,62.21,2.45,Australia,North
RET000678,ORD00021776,CUST004381,29/12/2020,No longer needed,222.52,36.81,Japan,North
RET000679,ORD00016287,CUST002962,20/06/2026,Changed mind,30.64,1.11,France,North
RET000680,ORD00037856,CUST002521,20/11/2025,Quality issue,96.27,9.56,Germany,West
RET000681,ORD00026799,CUST004003,29/07/2023,Quality issue,5.26,0.01,Japan,East
RET000682,ORD00017526,CUST003675,24/06/2021,Changed mind,171.69,6.15,Japan,South
RET000683,ORD00008647,CUST000225,04/10/2024,Not as described,28.68,4.29,Germany,Central
RET000684,ORD00009632,CUST003694,20/01/2026,No longer needed,790.23,46.92,France,East
RET000685,ORD00036796,CUST002257,19/05/2022,No longer needed,55.65,3.9,USA,Central
RET000686,ORD00036516,CUST003967,20/11/2025,Better price found,214.53,26.39,USA,East
RET000687,ORD00035897,CUST002434,23/04/2023,Damage in shipping,176.28,3.7,Canada,West
RET000688,ORD00024803,CUST004623,06/12/2021,Defective,156.08,23.08,France,Central
RET000689,ORD00003057,CUST002529,19/08/2025,No longer needed,644.29,1.36,Australia,West
RET000690,ORD00044644,CUST002451,17/08/2025,No longer needed,262.03,40.96,Australia,Central
RET000691,ORD00049192,CUST000659,18/08/2024,Better price found,676.84,100.73,Canada,West
RET000692,ORD00026565,CUST001160,06/10/2022,Quality issue,377.81,28,Canada,East
RET000693,ORD00015304,CUST004458,18/04/2020,Quality issue,100.64,16.28,UK,North
RET000694,ORD00047751,CUST001111,02/08/2020,Not as described,56.58,10.55,India,East
RET000695,ORD00041246,CUST002008,25/08/2022,No longer needed,131.55,15.26,India,South
RET000696,ORD00020511,CUST002492,17/10/2022,Defective,30.3,4.42,Japan,Central
RET000697,ORD00005417,CUST001647,21/10/2026,Changed mind,401.34,32.59,Japan,South
RET000698,ORD00019402,CUST000885,03/09/2022,Damage in shipping,139.82,15.13,Canada,Central
RET000699,ORD00014279,CUST002007,25/03/2021,No longer needed,234.31,40.82,UK,East
RET000700,ORD00009005,CUST000456,31/10/2025,Better price found,1044.4,174.8,USA,North
RET000701,ORD00030546,CUST003129,05/09/2022,Quality issue,37.25,2.36,Australia,West
RET000702,ORD00032456,CUST002531,04/04/2021,No longer needed,341.43,58.87,India,North
RET000703,ORD00022793,CUST004598,01/02/2023,No longer needed,81.94,2.86,USA,North
RET000704,ORD00032617,CUST004833,06/10/2020,Better price found,49.65,5.44,Germany,Central
RET000705,ORD00001503,CUST004731,28/12/2020,No longer needed,35.68,1.75,Germany,Central
RET000706,ORD00034501,CUST002007,23/08/2026,Not as described,63.58,7.28,UK,East
RET000707,ORD00025066,CUST002079,21/07/2026,Wrong item,246.16,6.44,India,Central
RET000708,ORD00044759,CUST002901,05/12/2026,Defective,483.1,44.52,Japan,Central
RET000709,ORD00014336,CUST001223,09/06/2025,Damage in shipping,302.61,34.17,Japan,East
RET000710,ORD00024362,CUST001149,31/10/2025,Defective,54.02,9.63,Australia,South
RET000711,ORD00009388,CUST002506,19/05/2023,Defective,240.54,1.03,Canada,East
RET000712,ORD00037485,CUST000586,06/05/2020,Wrong item,85.18,2.1,India,North
RET000713,ORD00011506,CUST004714,06/01/2021,Changed mind,391.05,45.22,USA,Central
RET000714,ORD00047810,CUST000941,23/03/2020,Better price found,112.4,9.46,USA,East
RET000715,ORD00044798,CUST000106,23/10/2026,Wrong item,563.59,3.62,India,Central
RET000716,ORD00037876,CUST004814,18/10/2024,Wrong item,188.01,16.05,Japan,Central
RET000717,ORD00022218,CUST004074,10/01/2021,Defective,50,1.53,UK,North
RET000718,ORD00015393,CUST004421,28/11/2021,No longer needed,126.62,17.44,Australia,South
RET000719,ORD00014623,CUST004325,24/06/2021,Quality issue,96.87,16.47,France,East
RET000720,ORD00018298,CUST003941,08/08/2020,Not as described,157.17,3.84,USA,West
RET000721,ORD00002754,CUST003468,28/10/2021,Wrong item,99.72,0.56,Japan,West
RET000722,ORD00027845,CUST001640,17/08/2021,Quality issue,24.88,0.88,India,South
RET000723,ORD00031077,CUST001740,05/01/2021,Quality issue,131.26,21.16,Canada,East
RET000724,ORD00015313,CUST000992,25/12/2023,Quality issue,117.85,5.22,France,East
RET000725,ORD00045608,CUST001987,12/10/2021,Better price found,69.42,5.47,Canada,East
RET000726,ORD00012311,CUST001791,11/05/2025,Better price found,523.59,44.85,UK,East
RET000727,ORD00035242,CUST004703,15/11/2023,Not as described,157.5,8.11,Japan,East
RET000728,ORD00016982,CUST002426,06/11/2022,Not as described,216.42,33.13,Australia,South
RET000729,ORD00008785,CUST001482,21/07/2026,Quality issue,330.32,33.56,Canada,North
RET000730,ORD00047680,CUST001386,29/11/2026,Quality issue,134.9,12.88,India,North
RET000731,ORD00030484,CUST002268,06/09/2022,Damage in shipping,186.68,12.58,UK,South
RET000732,ORD00034190,CUST002812,02/07/2026,Not as described,492.59,65.42,Australia,West
RET000733,ORD00010162,CUST002176,27/09/2021,Changed mind,199.33,8.03,Germany,South
RET000734,ORD00037903,CUST000318,11/08/2024,Wrong item,256.37,39.88,Germany,East
RET000735,ORD00004010,CUST002983,31/05/2026,Changed mind,402.59,8.11,UK,South
RET000736,ORD00010817,CUST002142,15/12/2020,Changed mind,77.99,6.87,USA,South
RET000737,ORD00015144,CUST000050,23/08/2022,No longer needed,35.77,5.05,Canada,Central
RET000738,ORD00033691,CUST003326,20/09/2024,No longer needed,19.42,0.27,France,South
RET000739,ORD00036704,CUST003949,28/12/2026,Better price found,38.72,2.69,Germany,West
RET000740,ORD00033969,CUST000086,25/03/2026,Wrong item,224.32,12.07,Japan,South
RET000741,ORD00044074,CUST001069,03/06/2022,Better price found,94.85,10.98,USA,Central
RET000742,ORD00033427,CUST004808,01/01/2026,Better price found,115.29,8.97,India,West
RET000743,ORD00024341,CUST002185,03/10/2026,Defective,634.67,57.2,Canada,South
RET000744,ORD00037324,CUST001895,08/09/2022,Quality issue,91.97,10.48,UK,South
RET000745,ORD00044980,CUST003639,14/02/2025,Defective,658.4,88.31,UK,East
RET000746,ORD00017671,CUST004606,14/07/2020,Damage in shipping,21.43,3.34,UK,Central
RET000747,ORD00001960,CUST004603,16/03/2022,Defective,273.27,19.7,Australia,Central
RET000748,ORD00024176,CUST002401,05/04/2025,Defective,106.62,13,Australia,South
RET000749,ORD00011106,CUST004046,08/09/2024,No longer needed,292.15,50.64,France,East
RET000750,ORD00042031,CUST002102,12/06/2023,Not as described,243.82,30.98,Germany,North
RET000751,ORD00039370,CUST002144,23/06/2025,No longer needed,315.14,24.12,Australia,West
RET000752,ORD00027920,CUST004346,06/07/2023,No longer needed,284.73,25.47,Australia,West
RET000753,ORD00020494,CUST000324,23/01/2026,Damage in shipping,143.61,10.72,Canada,West
RET000754,ORD00042567,CUST004629,29/08/2021,Quality issue,4.64,0.13,UK,East
RET000755,ORD00047952,CUST004126,25/05/2025,No longer needed,133.68,13.65,Japan,South
RET000756,ORD00016970,CUST004513,03/04/2020,Quality issue,9.34,0.51,France,Central
RET000757,ORD00046396,CUST001885,30/04/2020,No longer needed,20.93,2.45,USA,North
RET000758,ORD00031824,CUST000808,17/01/2025,Wrong item,446.09,56.84,Japan,East
RET000759,ORD00018125,CUST003485,24/10/2021,Quality issue,297.85,30.84,UK,East
RET000760,ORD00049005,CUST001121,05/02/2026,Quality issue,405.39,15.59,France,East
RET000761,ORD00014831,CUST002627,29/12/2024,Not as described,141.09,19.09,India,North
RET000762,ORD00008605,CUST004992,09/02/2025,No longer needed,29.72,5.6,Japan,Central
RET000763,ORD00022449,CUST000971,05/12/2024,Better price found,54.94,5.9,Germany,North
RET000764,ORD00041043,CUST004881,21/04/2021,Quality issue,63.04,11.8,USA,Central
RET000765,ORD00007678,CUST004086,31/01/2021,Changed mind,213.64,6.47,France,Central
RET000766,ORD00013836,CUST001301,26/01/2024,Wrong item,10.86,1.09,Germany,South
RET000767,ORD00015214,CUST000428,13/07/2021,Not as described,55.75,9.01,India,West
RET000768,ORD00013617,CUST001527,30/01/2026,Defective,367.07,44.19,Australia,East
RET000769,ORD00013702,CUST003549,29/03/2026,Wrong item,105.56,2.12,Japan,Central
RET000770,ORD00034522,CUST000321,07/09/2024,Not as described,345.08,1.06,Germany,Central
RET000771,ORD00020279,CUST004002,26/07/2024,Defective,1222.1,137.35,France,Central
RET000772,ORD00033281,CUST002755,22/09/2026,Wrong item,242.37,23.07,Japan,West
RET000773,ORD00010008,CUST001794,11/03/2025,Changed mind,104.68,0.33,Japan,North
RET000774,ORD00042976,CUST004559,12/12/2026,Wrong item,85.62,5.49,Germany,North
RET000775,ORD00001878,CUST004620,17/11/2025,Better price found,99.58,2.85,India,North
RET000776,ORD00045553,CUST002137,08/09/2023,Wrong item,63.49,6.32,Japan,East
RET000777,ORD00043005,CUST001399,03/04/2022,Changed mind,59.92,10.05,France,Central
RET000778,ORD00049490,CUST003824,26/07/2024,Quality issue,140.4,1.03,Canada,West
RET000779,ORD00034092,CUST003599,06/07/2024,Defective,52.39,4.63,Australia,West
RET000780,ORD00007811,CUST003734,22/04/2023,Defective,149.42,23.75,France,South
RET000781,ORD00034064,CUST002713,04/02/2026,Not as described,63.05,9.31,UK,North
RET000782,ORD00003530,CUST002457,12/08/2024,Damage in shipping,487.87,12.51,Australia,West
RET000783,ORD00010961,CUST001317,28/12/2025,Defective,9.59,1.46,Japan,South
RET000784,ORD00038518,CUST002330,09/11/2026,Quality issue,347.9,12.23,Japan,East
RET000785,ORD00028584,CUST001272,18/12/2026,Wrong item,83.8,10.3,France,West
RET000786,ORD00003196,CUST004261,01/01/2025,Better price found,14.02,1.16,UK,Central
RET000787,ORD00013736,CUST000316,22/06/2025,Quality issue,30.83,2.54,France,West
RET000788,ORD00024436,CUST001507,30/01/2021,Changed mind,6.7,0.27,Germany,North
RET000789,ORD00002989,CUST001877,16/05/2023,Changed mind,368.23,57.81,UK,West
RET000790,ORD00045423,CUST001125,01/09/2024,Better price found,277.53,7.26,Japan,East
RET000791,ORD00048307,CUST001910,20/03/2021,Changed mind,18.68,2.19,Germany,North
RET000792,ORD00043164,CUST002064,29/04/2025,Damage in shipping,26.55,2.28,Japan,Central
RET000793,ORD00031317,CUST004645,29/01/2022,Wrong item,353.35,4.33,Canada,Central
RET000794,ORD00041260,CUST004356,20/07/2026,Wrong item,530.4,18.69,India,West
RET000795,ORD00044117,CUST004154,19/08/2025,Wrong item,97.07,0.04,Canada,North
RET000796,ORD00009148,CUST002522,19/10/2023,Better price found,207.67,29.55,USA,East
RET000797,ORD00043463,CUST004002,18/11/2021,Wrong item,421.46,7.66,France,Central
RET000798,ORD00000563,CUST004314,26/12/2023,No longer needed,605.2,81.66,USA,South
RET000799,ORD00030050,CUST003774,12/01/2024,Not as described,74.99,5.64,USA,West
RET000800,ORD00048331,CUST003553,26/02/2021,Better price found,35.55,4.87,India,Central
RET000801,ORD00029389,CUST001878,15/08/2023,Better price found,306.88,45.65,Australia,West
RET000802,ORD00025070,CUST001983,08/04/2022,Better price found,401.59,75.26,Japan,West
RET000803,ORD00008496,CUST001557,21/01/2022,Defective,71.22,9.19,Japan,Central
RET000804,ORD00015132,CUST001755,21/07/2022,Damage in shipping,34.19,1.22,Japan,North
RET000805,ORD00030467,CUST001821,24/03/2020,Changed mind,10.34,1.68,Japan,South
RET000806,ORD00042165,CUST004000,26/11/2020,Not as described,217.78,34.82,Australia,Central
RET000807,ORD00032183,CUST004925,19/08/2021,Quality issue,82.06,13.22,Canada,North
RET000808,ORD00017346,CUST000854,22/09/2026,Better price found,216.64,15.95,India,South
RET000809,ORD00028045,CUST003769,08/11/2024,Damage in shipping,0.6,0.1,Japan,West
RET000810,ORD00010897,CUST000978,16/06/2022,Not as described,63.85,10.75,France,Central
RET000811,ORD00047475,CUST004771,25/08/2020,Not as described,59.17,6.76,UK,Central
RET000812,ORD00023396,CUST004529,11/10/2024,No longer needed,273.43,40.92,Germany,South
RET000813,ORD00046805,CUST001194,10/07/2021,Not as described,119.47,5.85,Canada,South
RET000814,ORD00022736,CUST004907,05/07/2026,No longer needed,70.01,9.66,USA,East
RET000815,ORD00046188,CUST004583,03/03/2021,Defective,56.69,2.19,Canada,North
RET000816,ORD00009425,CUST003823,06/09/2022,No longer needed,73.95,9.97,Canada,North
RET000817,ORD00043449,CUST001348,29/07/2026,Defective,137.38,12.07,Japan,South
RET000818,ORD00011088,CUST001522,31/07/2026,Defective,175.84,21.83,USA,West
RET000819,ORD00047333,CUST003105,29/01/2024,No longer needed,211.63,40.41,USA,Central
RET000820,ORD00021213,CUST000780,26/01/2024,Not as described,217.93,18.84,Canada,North
RET000821,ORD00017142,CUST000362,19/04/2025,Wrong item,109.76,9.22,France,South
RET000822,ORD00049224,CUST001179,06/12/2025,Better price found,212.99,12.44,Australia,South
RET000823,ORD00020411,CUST003115,01/03/2025,Damage in shipping,95.66,9.56,USA,West
RET000824,ORD00026119,CUST001454,05/07/2021,Changed mind,387.21,16.43,Canada,East
RET000825,ORD00036079,CUST004942,07/02/2021,Better price found,209.82,22.82,Japan,North
RET000826,ORD00030123,CUST004157,05/10/2026,Changed mind,8.41,1.49,India,South
RET000827,ORD00011022,CUST003568,22/06/2021,Quality issue,108.57,3.32,France,East
RET000828,ORD00021813,CUST003062,16/08/2024,No longer needed,78.36,11.17,France,Central
RET000829,ORD00007303,CUST002900,11/03/2026,No longer needed,14.58,0.91,France,South
RET000830,ORD00049498,CUST001315,06/08/2020,Quality issue,66.49,9.68,Germany,West
RET000831,ORD00040199,CUST003116,20/07/2021,Defective,53.93,10.35,Australia,North
RET000832,ORD00024819,CUST002570,30/01/2025,Defective,29.66,3.2,Canada,East
RET000833,ORD00007534,CUST002309,29/11/2021,Wrong item,90.02,3.6,Australia,North
RET000834,ORD00013148,CUST001482,30/12/2023,No longer needed,67.7,8.92,Canada,North
RET000835,ORD00017987,CUST004898,01/12/2025,Quality issue,329.36,2.57,UK,Central
RET000836,ORD00047339,CUST001114,19/01/2022,Better price found,46.25,6.74,India,Central
RET000837,ORD00026835,CUST004670,05/11/2026,No longer needed,105.65,6.5,USA,North
RET000838,ORD00037049,CUST003740,05/01/2024,Quality issue,9.46,0.52,UK,North
RET000839,ORD00027034,CUST001731,19/05/2022,Better price found,128.99,2.56,USA,East
RET000840,ORD00022294,CUST002056,30/05/2021,Not as described,39.21,5.42,Australia,West
RET000841,ORD00018992,CUST000750,08/06/2025,Wrong item,339.1,47.97,Germany,Central
RET000842,ORD00029734,CUST002840,18/01/2025,No longer needed,218.37,3.8,USA,West
RET000843,ORD00032556,CUST004561,26/10/2023,Changed mind,67.24,3.87,USA,East
RET000844,ORD00016664,CUST003969,18/06/2026,Wrong item,98.34,9.82,Australia,West
RET000845,ORD00048025,CUST000203,02/04/2022,No longer needed,29.49,2.21,USA,South
RET000846,ORD00043662,CUST003432,19/02/2022,Not as described,174.35,5.52,India,South
RET000847,ORD00023324,CUST002534,29/05/2023,No longer needed,138.23,5.93,USA,South
RET000848,ORD00020566,CUST004084,16/12/2021,No longer needed,132.53,2.25,UK,West
RET000849,ORD00025034,CUST003096,23/03/2024,Defective,25.09,3,UK,West
RET000850,ORD00006559,CUST003084,31/05/2020,Wrong item,31.93,4.17,Japan,East
RET000851,ORD00014007,CUST001131,17/10/2022,Changed mind,192.02,9.74,Japan,East
RET000852,ORD00031902,CUST001346,24/11/2022,Not as described,119.46,4.14,Japan,North
RET000853,ORD00001620,CUST004008,30/08/2026,Better price found,117.07,15.34,Australia,South
RET000854,ORD00001736,CUST002618,08/04/2025,Wrong item,217.94,40.89,Japan,West
RET000855,ORD00024977,CUST002089,23/01/2025,Damage in shipping,174.33,23.46,Australia,South
RET000856,ORD00046595,CUST003536,02/12/2024,Quality issue,395.9,31.77,UK,West
RET000857,ORD00013925,CUST002363,27/11/2023,Defective,60.61,1.68,USA,West
RET000858,ORD00041229,CUST002396,21/09/2022,Wrong item,344,10.59,Canada,East
RET000859,ORD00014009,CUST003906,10/05/2022,Quality issue,141.9,5,India,South
RET000860,ORD00049637,CUST002702,14/10/2026,Quality issue,487.71,16.96,Canada,West
RET000861,ORD00004930,CUST003464,10/08/2020,Defective,69.45,3.96,UK,North
RET000862,ORD00015408,CUST002447,26/05/2022,Quality issue,79.43,0.52,Germany,West
RET000863,ORD00046670,CUST001858,17/10/2025,Quality issue,50.32,2.78,Australia,South
RET000864,ORD00038824,CUST001402,09/10/2024,Changed mind,233.61,13.04,UK,East
RET000865,ORD00023832,CUST000471,23/03/2026,Better price found,103.94,1.66,UK,West
RET000866,ORD00019487,CUST003428,16/11/2023,Wrong item,3.95,0.45,Canada,West
RET000867,ORD00017179,CUST001326,09/10/2026,Not as described,156.3,4.64,Australia,South
RET000868,ORD00040570,CUST002786,09/11/2025,Better price found,44.3,2.72,Japan,North
RET000869,ORD00042075,CUST004485,29/01/2021,Defective,0.47,0.06,Canada,North
RET000870,ORD00048862,CUST001130,06/12/2020,Wrong item,139.17,2.59,Canada,West
RET000871,ORD00018606,CUST004936,01/06/2025,Defective,301.88,9.41,Germany,West
RET000872,ORD00031064,CUST001395,23/12/2026,No longer needed,535.77,27.32,Japan,North
RET000873,ORD00007523,CUST003168,29/05/2020,Defective,83.12,6.24,India,South
RET000874,ORD00016864,CUST004125,20/10/2023,Not as described,33.55,6.27,UK,East
RET000875,ORD00027975,CUST002310,10/07/2023,Better price found,3.71,0.43,Australia,South
RET000876,ORD00010886,CUST002647,04/07/2026,Better price found,338.78,30.26,India,West
RET000877,ORD00004615,CUST002219,07/01/2021,Defective,0.85,0.12,Australia,West
RET000878,ORD00024457,CUST002598,28/06/2026,Defective,196.8,6.94,UK,Central
RET000879,ORD00040754,CUST003255,16/09/2025,Quality issue,378.48,28.65,Australia,South
RET000880,ORD00006737,CUST004106,15/08/2024,Quality issue,155.23,16.71,Japan,North
RET000881,ORD00006541,CUST004329,15/01/2024,Better price found,698.69,106.04,Canada,South
RET000882,ORD00015945,CUST004903,16/06/2021,No longer needed,182.08,17.74,Australia,West
RET000883,ORD00046614,CUST002290,23/07/2021,Quality issue,154,8.57,India,West
RET000884,ORD00035140,CUST004099,28/02/2024,Better price found,285.81,12.24,Japan,South
RET000885,ORD00038491,CUST002153,28/09/2024,Wrong item,239.76,26.13,France,South
RET000886,ORD00045356,CUST000885,15/08/2023,No longer needed,291.83,9.19,Canada,Central
RET000887,ORD00032750,CUST002611,15/03/2020,Changed mind,57.37,4.93,India,West
RET000888,ORD00000623,CUST004206,28/10/2020,No longer needed,97.58,12.12,Australia,East
RET000889,ORD00034206,CUST000575,13/11/2025,Quality issue,176.92,8.04,UK,North
RET000890,ORD00032024,CUST004647,16/07/2023,Better price found,132.53,21.68,Canada,Central
RET000891,ORD00013185,CUST000850,16/11/2021,Not as described,60.69,2.48,USA,West
RET000892,ORD00041057,CUST003950,29/06/2024,Changed mind,210.33,15.89,Japan,South
RET000893,ORD00016446,CUST004714,26/02/2025,Defective,23.6,0.73,USA,Central
RET000894,ORD00011484,CUST002001,19/01/2022,Not as described,206.13,19.03,Canada,East
RET000895,ORD00001519,CUST003973,08/10/2024,Wrong item,52.32,1.22,UK,North
RET000896,ORD00001182,CUST002903,28/04/2021,Defective,1.28,0.21,Japan,Central
RET000897,ORD00016124,CUST001335,20/07/2023,Not as described,191.53,29.11,USA,West
RET000898,ORD00006476,CUST004334,14/03/2021,Damage in shipping,87.33,15.46,India,South
RET000899,ORD00003444,CUST000928,02/12/2021,No longer needed,178.02,3.88,Japan,West
RET000900,ORD00038201,CUST003834,22/01/2021,Not as described,16.32,2.82,Canada,East
RET000901,ORD00027222,CUST002738,25/03/2023,Wrong item,64,9.55,France,Central
RET000902,ORD00026236,CUST002250,01/01/2021,Changed mind,13.71,1.15,Japan,East
RET000903,ORD00023803,CUST000730,13/09/2026,Defective,566.88,28.16,Germany,West
RET000904,ORD00044364,CUST000552,01/11/2026,Damage in shipping,77.98,1.34,France,North
RET000905,ORD00035020,CUST002130,09/06/2025,No longer needed,232.29,9.42,India,East
RET000906,ORD00044358,CUST000022,04/03/2021,Damage in shipping,18.19,1.88,Australia,North
RET000907,ORD00031074,CUST004291,24/09/2022,Damage in shipping,149.82,28.23,Canada,East
RET000908,ORD00003845,CUST004497,22/09/2025,Damage in shipping,7.78,0.27,USA,South
RET000909,ORD00007905,CUST000622,12/03/2025,Wrong item,148.14,23.15,Germany,South
RET000910,ORD00025219,CUST003268,01/12/2020,Defective,63.43,9.61,Canada,North
RET000911,ORD00004432,CUST004003,12/02/2022,Defective,76.51,5.98,Japan,East
RET000912,ORD00047026,CUST001979,30/07/2024,Better price found,362.6,4.75,Australia,Central
RET000913,ORD00009548,CUST000397,14/01/2020,Quality issue,29.4,0.72,USA,North
RET000914,ORD00010734,CUST000951,02/09/2026,Wrong item,108.59,8.01,USA,West
RET000915,ORD00027165,CUST001028,05/05/2022,Damage in shipping,43.67,6.51,Japan,West
RET000916,ORD00004663,CUST000499,14/07/2021,Better price found,95.39,8.92,UK,East
RET000917,ORD00031483,CUST004122,30/03/2020,Quality issue,106.16,11.24,India,East
RET000918,ORD00012013,CUST003131,19/12/2026,Better price found,312.18,4.79,France,East
RET000919,ORD00049368,CUST003695,03/07/2023,Damage in shipping,72.08,2.75,UK,Central
RET000920,ORD00018191,CUST002432,11/01/2026,Not as described,85.3,12.59,Australia,East
RET000921,ORD00024351,CUST002933,19/01/2020,Wrong item,14.84,1.54,UK,South
RET000922,ORD00020551,CUST004833,19/01/2020,Better price found,86.76,8.46,Germany,Central
RET000923,ORD00040007,CUST002457,08/11/2024,Not as described,7.2,1.06,Australia,West
RET000924,ORD00003240,CUST002598,04/02/2026,Defective,160.11,1.75,UK,Central
RET000925,ORD00024934,CUST000160,04/10/2020,Quality issue,55.03,3.45,Australia,East
RET000926,ORD00015253,CUST002321,09/11/2025,Wrong item,209.46,7.63,Canada,North
RET000927,ORD00014699,CUST000421,28/01/2021,No longer needed,66.12,2.38,Japan,South
RET000928,ORD00000761,CUST003110,25/06/2021,Wrong item,156.97,0.04,Japan,Central
RET000929,ORD00014799,CUST003904,30/01/2025,Wrong item,881.61,103.15,France,South
RET000930,ORD00016031,CUST000778,11/08/2025,Not as described,357.85,48.31,Australia,North
RET000931,ORD00048956,CUST002944,28/11/2026,Damage in shipping,76.32,2.81,Japan,East
RET000932,ORD00029611,CUST003251,06/10/2024,Defective,1.87,0.22,France,East
RET000933,ORD00049670,CUST003853,08/07/2026,No longer needed,213.97,28.9,India,South
RET000934,ORD00047267,CUST000978,28/09/2020,Quality issue,40.79,1.36,France,Central
RET000935,ORD00042722,CUST002576,09/06/2025,Damage in shipping,558.54,73.65,Germany,North
RET000936,ORD00031035,CUST004355,22/09/2023,Better price found,224,30.77,USA,North
RET000937,ORD00013066,CUST004504,14/06/2021,No longer needed,253.59,17.17,India,West
RET000938,ORD00001968,CUST000589,01/07/2021,Damage in shipping,2.61,0.45,France,East
RET000939,ORD00032962,CUST003002,23/02/2026,Quality issue,7.2,0.04,Australia,West
RET000940,ORD00023720,CUST004414,25/01/2021,Damage in shipping,153.96,5.53,Germany,South
RET000941,ORD00039872,CUST003716,26/08/2021,Damage in shipping,263.44,1.66,Germany,Central
RET000942,ORD00012291,CUST003869,17/06/2023,Defective,243.06,30.18,USA,Central
RET000943,ORD00026984,CUST000658,01/09/2026,Damage in shipping,73.35,0.86,Canada,West
RET000944,ORD00049929,CUST001560,24/05/2020,Wrong item,4.11,0.21,France,North
RET000945,ORD00011235,CUST001974,01/03/2024,Damage in shipping,208.59,33.52,France,North
