OrderID,OrderDate,CustomerID,TotalAmount,OrderStatus,ShippingDate,DeliveryDate,Country,Region,Category
ORD00032953,25/05/2020,CUST000720,44.94,Completed,30/05/2020,02/06/2020,Canada,West,Automotive
ORD00032954,16/03/2024,CUST003549,349.88,Completed,17/03/2024,25/03/2024,Japan,Central,Books
ORD00032955,06/11/2023,CUST001441,259.43,Completed,08/11/2023,13/11/2023,Canada,South,Toys
ORD00032956,12/11/2022,CUST001014,318.5,Completed,15/11/2022,22/11/2022,Japan,South,Home & Kitchen
ORD00032957,05/02/2023,CUST000965,31.1,Completed,07/02/2023,13/02/2023,Japan,West,Automotive
ORD00032958,01/09/2020,CUST001156,135.31,Pending,03/09/2020,,Japan,West,Toys
ORD00032959,11/03/2021,CUST002933,78.03,Completed,16/03/2021,26/03/2021,UK,South,Home & Kitchen
ORD00032960,31/12/2025,CUST001790,14.83,Completed,05/01/2026,10/01/2026,Germany,South,Fashion
ORD00032961,06/11/2021,CUST000313,53.57,Completed,10/11/2021,19/11/2021,UK,West,Sports
ORD00032962,31/01/2026,CUST003002,7.89,Completed,03/02/2026,13/02/2026,Australia,West,Fashion
ORD00032963,14/05/2023,CUST000477,133.83,Completed,17/05/2023,22/05/2023,France,North,Automotive
ORD00032964,08/08/2020,CUST003965,39.76,Completed,12/08/2020,18/08/2020,Australia,South,Beauty
ORD00032965,18/12/2020,CUST004780,661.99,Completed,19/12/2020,25/12/2020,France,West,Toys
ORD00032966,16/01/2020,CUST002614,140.16,Cancelled,,,Japan,West,Automotive
ORD00032967,31/05/2021,CUST003430,236.8,Shipped,02/06/2021,,India,West,Sports
ORD00032968,02/12/2026,CUST003191,335.92,Completed,04/12/2026,13/12/2026,USA,South,Electronics
ORD00032969,17/06/2022,CUST000875,296.85,Cancelled,,,Germany,Central,Fashion
ORD00032970,27/06/2025,CUST002971,96.3,Completed,28/06/2025,06/07/2025,Japan,North,Office Supplies
ORD00032971,14/08/2025,CUST004622,259.77,Completed,17/08/2025,21/08/2025,UK,North,Toys
ORD00032972,25/03/2025,CUST002693,149.32,Completed,30/03/2025,03/04/2025,Australia,North,Electronics
ORD00032973,09/12/2021,CUST004605,38.63,Completed,14/12/2021,19/12/2021,Germany,West,Sports
ORD00032974,25/01/2023,CUST000833,14.01,Completed,29/01/2023,03/02/2023,Canada,South,Electronics
ORD00032975,13/08/2022,CUST000034,152.84,Completed,18/08/2022,23/08/2022,Germany,North,Electronics
ORD00032976,05/07/2024,CUST000480,35.84,Completed,10/07/2024,17/07/2024,Japan,South,Toys
ORD00032977,22/04/2025,CUST003087,382.88,Completed,24/04/2025,02/05/2025,Japan,West,Fashion
ORD00032978,29/04/2021,CUST004964,335.35,Completed,03/05/2021,13/05/2021,UK,North,Office Supplies
ORD00032979,07/03/2026,CUST002238,60.12,Completed,10/03/2026,14/03/2026,Canada,Central,Toys
ORD00032980,07/01/2022,CUST000529,92.54,Completed,10/01/2022,20/01/2022,Canada,North,Books
ORD00032981,12/11/2020,CUST004389,195.6,Completed,16/11/2020,24/11/2020,USA,East,Automotive
ORD00032982,19/06/2025,CUST001316,104.55,Completed,22/06/2025,30/06/2025,Germany,East,Beauty
ORD00032983,14/11/2022,CUST003112,652.61,Completed,15/11/2022,21/11/2022,UK,North,Books
ORD00032984,06/03/2022,CUST001828,369.17,Completed,07/03/2022,14/03/2022,Germany,South,Electronics
ORD00032985,25/06/2020,CUST001345,10.48,Completed,26/06/2020,29/06/2020,Germany,North,Pet Supplies
ORD00032986,26/04/2024,CUST003133,7.23,Completed,28/04/2024,01/05/2024,France,West,Sports
ORD00032987,19/12/2022,CUST002845,985.03,Shipped,23/12/2022,,India,Central,Beauty
ORD00032988,24/01/2022,CUST002371,461.22,Pending,27/01/2022,,Germany,North,Fashion
ORD00032989,24/08/2026,CUST001974,197.45,Completed,27/08/2026,05/09/2026,France,North,Toys
ORD00032990,27/11/2023,CUST004572,16.35,Completed,29/11/2023,07/12/2023,UK,West,Books
ORD00032991,17/05/2020,CUST000012,87.86,Completed,22/05/2020,01/06/2020,UK,South,Pet Supplies
ORD00032992,20/09/2021,CUST001556,51.65,Completed,24/09/2021,01/10/2021,Germany,Central,Office Supplies
ORD00032993,09/11/2020,CUST001495,400.95,Completed,13/11/2020,20/11/2020,India,West,Beauty
ORD00032994,05/11/2025,CUST003597,670.07,Completed,06/11/2025,10/11/2025,Germany,South,Home & Kitchen
ORD00032995,06/03/2020,CUST003528,86.65,Completed,11/03/2020,20/03/2020,India,West,Home & Kitchen
ORD00032996,08/11/2023,CUST000068,104.51,Cancelled,,,Germany,West,Automotive
ORD00032997,16/10/2024,CUST002142,338.78,Completed,21/10/2024,30/10/2024,USA,South,Electronics
ORD00032998,13/10/2024,CUST000770,95.59,Completed,18/10/2024,23/10/2024,Germany,Central,Beauty
ORD00032999,10/10/2025,CUST001785,12.37,Completed,12/10/2025,22/10/2025,USA,West,Sports
ORD00033000,14/02/2024,CUST001682,160.84,Completed,18/02/2024,21/02/2024,USA,West,Pet Supplies
ORD00033001,09/03/2024,CUST001787,170.68,Completed,14/03/2024,17/03/2024,Canada,Central,Sports
ORD00033002,17/05/2023,CUST004555,316.16,Completed,19/05/2023,24/05/2023,Germany,South,Books
ORD00033003,27/10/2024,CUST001760,565.49,Completed,31/10/2024,03/11/2024,Germany,Central,Sports
ORD00033004,31/05/2020,CUST003883,40.58,Completed,03/06/2020,12/06/2020,Germany,East,Beauty
ORD00033005,31/03/2020,CUST000843,51.07,Shipped,02/04/2020,,UK,Central,Sports
ORD00033006,11/09/2024,CUST002857,175.62,Completed,15/09/2024,22/09/2024,Australia,Central,Beauty
ORD00033007,31/03/2025,CUST000149,117.52,Completed,03/04/2025,06/04/2025,France,North,Fashion
ORD00033008,04/01/2021,CUST000800,144.83,Cancelled,,,Japan,South,Toys
ORD00033009,15/01/2022,CUST001086,107.95,Cancelled,,,UK,West,Toys
ORD00033010,25/12/2020,CUST001099,373.52,Completed,26/12/2020,30/12/2020,UK,West,Pet Supplies
ORD00033011,21/02/2026,CUST000610,319.87,Completed,24/02/2026,27/02/2026,Canada,North,Automotive
ORD00033012,11/02/2023,CUST001151,44.67,Completed,12/02/2023,15/02/2023,Canada,West,Electronics
ORD00033013,20/12/2025,CUST002238,77.46,Completed,24/12/2025,29/12/2025,Canada,Central,Home & Kitchen
ORD00033014,30/08/2021,CUST003218,68.12,Cancelled,,,Japan,West,Office Supplies
ORD00033015,18/11/2024,CUST000803,157.45,Completed,20/11/2024,24/11/2024,France,Central,Automotive
ORD00033016,26/06/2023,CUST003772,117.26,Shipped,01/07/2023,,USA,South,Books
ORD00033017,15/06/2024,CUST000574,53.95,Completed,18/06/2024,25/06/2024,Canada,South,Pet Supplies
ORD00033018,10/05/2022,CUST003457,673.3,Completed,11/05/2022,17/05/2022,Australia,North,Toys
ORD00033019,28/06/2021,CUST001510,21.87,Completed,30/06/2021,09/07/2021,USA,South,Books
ORD00033020,03/07/2023,CUST001837,309.46,Completed,07/07/2023,11/07/2023,UK,West,Home & Kitchen
ORD00033021,31/01/2020,CUST004180,0.93,Completed,04/02/2020,07/02/2020,Canada,North,Home & Kitchen
ORD00033022,15/01/2024,CUST002078,116.68,Completed,16/01/2024,21/01/2024,Australia,Central,Home & Kitchen
ORD00033023,05/08/2021,CUST000940,53.01,Completed,08/08/2021,18/08/2021,UK,South,Beauty
ORD00033024,25/02/2020,CUST000457,35.28,Completed,28/02/2020,09/03/2020,India,North,Office Supplies
ORD00033025,08/04/2026,CUST000323,236.89,Completed,09/04/2026,18/04/2026,France,East,Toys
ORD00033026,15/03/2020,CUST003268,76.76,Completed,16/03/2020,19/03/2020,Canada,North,Books
ORD00033027,08/12/2024,CUST000032,326.36,Completed,13/12/2024,16/12/2024,Germany,Central,Home & Kitchen
ORD00033028,14/05/2020,CUST000321,90.38,Completed,18/05/2020,26/05/2020,Germany,Central,Pet Supplies
ORD00033029,05/12/2025,CUST002675,796.39,Completed,08/12/2025,13/12/2025,USA,Central,Automotive
ORD00033030,27/08/2021,CUST000438,317.73,Completed,31/08/2021,10/09/2021,Germany,South,Toys
ORD00033031,02/07/2026,CUST003877,614.45,Completed,07/07/2026,10/07/2026,USA,Central,Home & Kitchen
ORD00033032,25/12/2020,CUST000241,12.52,Completed,30/12/2020,07/01/2021,UK,West,Office Supplies
ORD00033033,21/06/2024,CUST003011,867.13,Completed,26/06/2024,04/07/2024,France,West,Office Supplies
ORD00033034,15/08/2021,CUST000523,425.5,Completed,16/08/2021,25/08/2021,Japan,East,Fashion
ORD00033035,23/09/2026,CUST000248,451.96,Completed,28/09/2026,01/10/2026,France,North,Automotive
ORD00033036,26/12/2021,CUST001420,151.65,Completed,31/12/2021,03/01/2022,UK,Central,Pet Supplies
ORD00033037,11/05/2023,CUST001051,63.15,Completed,12/05/2023,20/05/2023,UK,East,Sports
ORD00033038,30/09/2022,CUST002525,272.13,Pending,03/10/2022,,India,Central,Beauty
ORD00033039,13/05/2023,CUST001276,460.74,Completed,18/05/2023,26/05/2023,Australia,North,Fashion
ORD00033040,09/09/2020,CUST004814,114.43,Completed,14/09/2020,20/09/2020,Japan,Central,Home & Kitchen
ORD00033041,29/01/2023,CUST001387,184.7,Completed,01/02/2023,05/02/2023,India,East,Books
ORD00033042,12/09/2022,CUST002628,40.87,Completed,14/09/2022,20/09/2022,France,Central,Office Supplies
ORD00033043,21/06/2024,CUST004450,118.09,Cancelled,,,France,West,Sports
ORD00033044,22/02/2020,CUST001327,93.74,Completed,27/02/2020,07/03/2020,France,Central,Automotive
ORD00033045,25/08/2024,CUST003718,4.67,Completed,26/08/2024,04/09/2024,Canada,West,Beauty
ORD00033046,04/03/2021,CUST003721,128.39,Completed,05/03/2021,11/03/2021,Germany,South,Automotive
ORD00033047,14/02/2022,CUST004102,217.37,Completed,19/02/2022,23/02/2022,Australia,North,Automotive
ORD00033048,22/04/2022,CUST001878,70.84,Completed,27/04/2022,30/04/2022,Australia,West,Sports
ORD00033049,18/06/2022,CUST001477,14.3,Completed,21/06/2022,28/06/2022,USA,Central,Pet Supplies
ORD00033050,19/06/2021,CUST002192,235.62,Shipped,20/06/2021,,France,North,Fashion
ORD00033051,06/01/2024,CUST004193,34.01,Shipped,11/01/2024,,India,West,Toys
ORD00033052,19/01/2020,CUST001924,32.15,Shipped,24/01/2020,,Japan,North,Toys
ORD00033053,09/08/2020,CUST000039,124,Shipped,12/08/2020,,Japan,North,Home & Kitchen
ORD00033054,26/08/2022,CUST000805,320.3,Completed,28/08/2022,06/09/2022,USA,East,Beauty
ORD00033055,15/06/2025,CUST001476,612.44,Completed,16/06/2025,23/06/2025,Japan,East,Automotive
ORD00033056,16/05/2025,CUST001082,230.77,Completed,19/05/2025,24/05/2025,USA,Central,Pet Supplies
ORD00033057,07/07/2025,CUST002818,261.51,Completed,12/07/2025,18/07/2025,France,South,Home & Kitchen
ORD00033058,15/03/2023,CUST002931,400.21,Pending,19/03/2023,,Canada,South,Books
ORD00033059,15/07/2022,CUST001644,197.72,Completed,16/07/2022,24/07/2022,India,North,Books
ORD00033060,08/03/2021,CUST003150,108.65,Shipped,09/03/2021,,Germany,East,Automotive
ORD00033061,22/12/2021,CUST004316,118.1,Completed,25/12/2021,01/01/2022,USA,North,Automotive
ORD00033062,01/07/2024,CUST003809,162.44,Completed,06/07/2024,16/07/2024,USA,East,Office Supplies
ORD00033063,06/06/2026,CUST004095,229.62,Shipped,10/06/2026,,USA,Central,Home & Kitchen
ORD00033064,07/07/2023,CUST004093,133.11,Completed,11/07/2023,16/07/2023,Germany,South,Books
ORD00033065,08/07/2021,CUST003028,76.62,Completed,10/07/2021,20/07/2021,Japan,West,Home & Kitchen
ORD00033066,11/03/2022,CUST004770,854.88,Completed,12/03/2022,16/03/2022,Canada,Central,Automotive
ORD00033067,14/03/2022,CUST001636,69.36,Completed,15/03/2022,20/03/2022,Japan,West,Home & Kitchen
ORD00033068,10/04/2024,CUST001487,76.49,Completed,15/04/2024,21/04/2024,Australia,East,Beauty
ORD00033069,02/12/2024,CUST000909,162.37,Completed,07/12/2024,12/12/2024,France,South,Office Supplies
ORD00033070,05/04/2026,CUST000039,306.75,Completed,07/04/2026,16/04/2026,Japan,North,Books
ORD00033071,15/10/2026,CUST000047,885.27,Completed,20/10/2026,26/10/2026,Japan,Central,Home & Kitchen
ORD00033072,12/11/2026,CUST003723,744.29,Completed,13/11/2026,21/11/2026,Canada,Central,Fashion
ORD00033073,30/11/2021,CUST002976,377.01,Completed,03/12/2021,12/12/2021,UK,East,Sports
ORD00033074,04/01/2021,CUST001191,208.6,Completed,05/01/2021,13/01/2021,Canada,West,Toys
ORD00033075,24/06/2024,CUST004218,676.19,Shipped,25/06/2024,,India,North,Books
ORD00033076,16/04/2022,CUST002019,46.39,Completed,18/04/2022,21/04/2022,USA,East,Beauty
ORD00033077,23/05/2023,CUST000448,135.08,Completed,28/05/2023,01/06/2023,Australia,Central,Home & Kitchen
ORD00033078,09/04/2022,CUST003209,83.82,Returned,12/04/2022,15/04/2022,UK,West,Toys
ORD00033079,16/07/2024,CUST002373,168.61,Completed,19/07/2024,26/07/2024,UK,North,Pet Supplies
ORD00033080,16/05/2022,CUST002518,186.6,Completed,18/05/2022,28/05/2022,USA,North,Automotive
ORD00033081,21/05/2024,CUST000589,135.15,Completed,22/05/2024,28/05/2024,France,East,Office Supplies
ORD00033082,15/05/2025,CUST001835,292.34,Completed,19/05/2025,29/05/2025,Australia,West,Fashion
ORD00033083,31/08/2020,CUST004693,49.87,Cancelled,,,Canada,West,Home & Kitchen
ORD00033084,28/03/2022,CUST000751,63.69,Shipped,02/04/2022,,India,North,Fashion
ORD00033085,19/05/2022,CUST000575,77.09,Completed,20/05/2022,25/05/2022,UK,North,Sports
ORD00033086,17/12/2025,CUST001948,699.68,Completed,22/12/2025,25/12/2025,Canada,West,Toys
ORD00033087,16/04/2022,CUST003186,159.09,Completed,21/04/2022,29/04/2022,Canada,South,Sports
ORD00033088,13/12/2023,CUST002983,1158.82,Completed,16/12/2023,22/12/2023,UK,South,Beauty
ORD00033089,06/04/2026,CUST001076,613.95,Completed,11/04/2026,14/04/2026,UK,West,Toys
ORD00033090,22/07/2026,CUST001884,307.8,Cancelled,,,France,South,Fashion
ORD00033091,29/06/2024,CUST000512,74.28,Completed,02/07/2024,06/07/2024,India,South,Beauty
ORD00033092,15/08/2025,CUST001764,354.06,Completed,18/08/2025,27/08/2025,Canada,Central,Sports
ORD00033093,03/10/2025,CUST001164,417.26,Pending,04/10/2025,,Japan,West,Books
ORD00033094,02/09/2020,CUST003207,64.74,Completed,07/09/2020,15/09/2020,India,West,Automotive
ORD00033095,08/06/2021,CUST003846,35.66,Shipped,13/06/2021,,USA,East,Office Supplies
ORD00033096,17/04/2025,CUST000815,245.95,Completed,19/04/2025,23/04/2025,Germany,Central,Home & Kitchen
ORD00033097,04/09/2021,CUST004178,42.99,Completed,08/09/2021,13/09/2021,Australia,West,Sports
ORD00033098,08/11/2022,CUST000925,721.61,Completed,12/11/2022,19/11/2022,UK,East,Pet Supplies
ORD00033099,09/09/2020,CUST001745,103.66,Completed,11/09/2020,16/09/2020,Japan,North,Office Supplies
ORD00033100,17/02/2021,CUST002086,38.36,Completed,20/02/2021,01/03/2021,Japan,North,Pet Supplies
ORD00033101,14/12/2023,CUST004912,77.2,Completed,16/12/2023,25/12/2023,Germany,East,Beauty
ORD00033102,14/09/2026,CUST002063,457.01,Completed,16/09/2026,22/09/2026,France,Central,Books
ORD00033103,23/06/2025,CUST002812,381.07,Completed,27/06/2025,06/07/2025,Australia,West,Electronics
ORD00033104,03/11/2022,CUST001030,232.49,Completed,07/11/2022,11/11/2022,Australia,North,Books
ORD00033105,05/12/2022,CUST002501,248.28,Completed,09/12/2022,14/12/2022,Germany,South,Beauty
ORD00033106,02/11/2024,CUST001202,339.95,Completed,03/11/2024,11/11/2024,France,North,Fashion
ORD00033107,06/12/2026,CUST003351,215.94,Completed,07/12/2026,14/12/2026,Germany,South,Books
ORD00033108,21/08/2021,CUST002534,402.35,Completed,24/08/2021,29/08/2021,USA,South,Toys
ORD00033109,16/01/2024,CUST004894,145.79,Completed,21/01/2024,30/01/2024,India,South,Pet Supplies
ORD00033110,27/08/2026,CUST000481,7.4,Completed,28/08/2026,07/09/2026,Australia,East,Toys
ORD00033111,08/10/2021,CUST000332,64.59,Completed,13/10/2021,20/10/2021,India,South,Home & Kitchen
ORD00033112,21/11/2024,CUST002770,51.65,Completed,24/11/2024,30/11/2024,Germany,East,Toys
ORD00033113,27/06/2023,CUST001652,101.34,Completed,01/07/2023,08/07/2023,Canada,North,Automotive
ORD00033114,30/01/2022,CUST004707,138.5,Completed,04/02/2022,09/02/2022,France,East,Beauty
ORD00033115,14/01/2023,CUST001504,4.23,Completed,16/01/2023,24/01/2023,Australia,East,Books
ORD00033116,13/09/2023,CUST004734,476.89,Completed,17/09/2023,21/09/2023,Japan,South,Automotive
ORD00033117,03/09/2024,CUST002451,259.49,Pending,04/09/2024,,Australia,Central,Toys
ORD00033118,23/12/2022,CUST002442,92.2,Completed,24/12/2022,02/01/2023,Japan,North,Electronics
ORD00033119,28/02/2024,CUST001882,84.99,Completed,03/03/2024,12/03/2024,Canada,East,Books
ORD00033120,25/04/2023,CUST003714,136.01,Completed,28/04/2023,03/05/2023,France,East,Books
ORD00033121,02/09/2026,CUST004567,102.91,Completed,04/09/2026,13/09/2026,Australia,North,Home & Kitchen
ORD00033122,08/09/2022,CUST001034,0.83,Pending,10/09/2022,,UK,East,Home & Kitchen
ORD00033123,08/08/2022,CUST002448,5.02,Completed,09/08/2022,14/08/2022,Canada,East,Home & Kitchen
ORD00033124,29/04/2021,CUST003942,58.36,Completed,02/05/2021,12/05/2021,Germany,South,Home & Kitchen
ORD00033125,16/06/2020,CUST002812,12.55,Completed,18/06/2020,21/06/2020,Australia,West,Books
ORD00033126,03/07/2023,CUST004172,6.62,Completed,08/07/2023,16/07/2023,USA,East,Home & Kitchen
ORD00033127,05/06/2023,CUST000935,434.99,Completed,09/06/2023,14/06/2023,Canada,North,Fashion
ORD00033128,03/09/2022,CUST004887,60.73,Completed,08/09/2022,17/09/2022,Germany,North,Home & Kitchen
ORD00033129,27/03/2022,CUST002958,119.44,Completed,01/04/2022,10/04/2022,Canada,East,Electronics
ORD00033130,06/09/2022,CUST003928,37.55,Pending,08/09/2022,,USA,North,Automotive
ORD00033131,08/12/2026,CUST003178,23.16,Completed,11/12/2026,15/12/2026,UK,South,Sports
ORD00033132,21/04/2026,CUST003132,471.52,Shipped,25/04/2026,,France,West,Sports
ORD00033133,15/01/2024,CUST002992,29.81,Pending,16/01/2024,,Australia,South,Fashion
ORD00033134,14/09/2024,CUST002333,7.21,Completed,16/09/2024,19/09/2024,USA,Central,Beauty
ORD00033135,30/08/2025,CUST003255,281.14,Completed,04/09/2025,11/09/2025,Australia,South,Pet Supplies
ORD00033136,03/01/2023,CUST001608,2.49,Completed,04/01/2023,12/01/2023,Australia,West,Electronics
ORD00033137,17/06/2024,CUST003100,152.59,Completed,19/06/2024,25/06/2024,Canada,East,Pet Supplies
ORD00033138,23/08/2025,CUST000598,108.02,Completed,27/08/2025,30/08/2025,Japan,South,Toys
ORD00033139,03/01/2026,CUST003741,115.16,Completed,05/01/2026,11/01/2026,Australia,South,Beauty
ORD00033140,20/04/2020,CUST004176,0.34,Completed,21/04/2020,30/04/2020,Germany,South,Office Supplies
ORD00033141,12/03/2022,CUST000840,563.48,Completed,13/03/2022,21/03/2022,USA,East,Automotive
ORD00033142,16/01/2023,CUST004107,134.52,Completed,17/01/2023,22/01/2023,Germany,West,Office Supplies
ORD00033143,17/09/2022,CUST003543,162.48,Completed,20/09/2022,26/09/2022,Canada,West,Automotive
ORD00033144,05/09/2023,CUST001630,255.19,Completed,08/09/2023,14/09/2023,Canada,West,Beauty
ORD00033145,06/04/2022,CUST001596,274.62,Completed,07/04/2022,17/04/2022,Australia,East,Beauty
ORD00033146,30/10/2026,CUST002526,344.28,Completed,31/10/2026,03/11/2026,Australia,West,Sports
ORD00033147,18/11/2021,CUST000219,290.6,Completed,22/11/2021,01/12/2021,Australia,East,Books
ORD00033148,19/02/2026,CUST001068,181.18,Cancelled,,,France,North,Toys
ORD00033149,03/10/2024,CUST001919,129.41,Completed,05/10/2024,09/10/2024,Germany,West,Home & Kitchen
ORD00033150,20/06/2026,CUST004152,610.19,Completed,21/06/2026,28/06/2026,France,West,Pet Supplies
ORD00033151,27/11/2021,CUST002248,408.37,Completed,02/12/2021,07/12/2021,Canada,West,Automotive
ORD00033152,05/07/2020,CUST000475,18.66,Completed,06/07/2020,13/07/2020,Germany,Central,Beauty
ORD00033153,15/01/2022,CUST000279,114.37,Completed,20/01/2022,28/01/2022,Japan,North,Beauty
ORD00033154,10/04/2025,CUST003713,346.48,Completed,13/04/2025,16/04/2025,Australia,South,Home & Kitchen
ORD00033155,24/07/2025,CUST003772,35.57,Completed,27/07/2025,05/08/2025,USA,South,Pet Supplies
ORD00033156,28/02/2020,CUST003778,195.37,Completed,04/03/2020,14/03/2020,USA,South,Sports
ORD00033157,02/12/2026,CUST003230,354.67,Completed,05/12/2026,13/12/2026,Canada,East,Books
ORD00033158,03/06/2023,CUST000021,229.78,Completed,04/06/2023,11/06/2023,Germany,North,Office Supplies
ORD00033159,22/11/2026,CUST003922,94.53,Completed,24/11/2026,02/12/2026,France,Central,Automotive
ORD00033160,08/07/2021,CUST000774,55.9,Completed,09/07/2021,12/07/2021,USA,East,Pet Supplies
ORD00033161,24/04/2026,CUST001321,44.56,Completed,27/04/2026,30/04/2026,India,South,Beauty
ORD00033162,07/02/2021,CUST004636,33.74,Completed,09/02/2021,16/02/2021,France,North,Automotive
ORD00033163,24/07/2021,CUST003453,125.08,Completed,28/07/2021,05/08/2021,India,Central,Sports
ORD00033164,22/12/2026,CUST000178,871.89,Completed,25/12/2026,29/12/2026,France,West,Sports
ORD00033165,15/07/2020,CUST003311,97.21,Completed,19/07/2020,22/07/2020,Japan,South,Office Supplies
ORD00033166,02/02/2024,CUST004234,63.13,Completed,06/02/2024,13/02/2024,USA,West,Automotive
ORD00033167,19/03/2021,CUST003006,5.8,Cancelled,,,USA,Central,Sports
ORD00033168,25/11/2026,CUST003820,468.89,Completed,29/11/2026,09/12/2026,USA,West,Office Supplies
ORD00033169,21/06/2026,CUST003636,192.03,Completed,22/06/2026,26/06/2026,UK,West,Automotive
ORD00033170,20/05/2026,CUST001361,1449.28,Completed,22/05/2026,29/05/2026,Japan,West,Toys
ORD00033171,13/03/2020,CUST002677,126.26,Shipped,15/03/2020,,Australia,Central,Fashion
ORD00033172,10/02/2024,CUST003728,373.48,Completed,12/02/2024,21/02/2024,Germany,South,Pet Supplies
ORD00033173,29/09/2025,CUST002815,3.95,Completed,02/10/2025,08/10/2025,Japan,Central,Automotive
ORD00033174,15/09/2023,CUST000360,351.68,Completed,16/09/2023,22/09/2023,Germany,East,Sports
ORD00033175,26/01/2024,CUST002441,48.58,Pending,28/01/2024,,India,East,Pet Supplies
ORD00033176,01/10/2025,CUST004688,283.35,Completed,03/10/2025,07/10/2025,France,Central,Home & Kitchen
ORD00033177,08/10/2024,CUST004408,165.76,Completed,10/10/2024,18/10/2024,USA,East,Office Supplies
ORD00033178,10/08/2021,CUST001449,121.98,Completed,12/08/2021,20/08/2021,Australia,South,Books
ORD00033179,04/12/2026,CUST000062,69.23,Completed,09/12/2026,13/12/2026,Japan,North,Toys
ORD00033180,27/12/2025,CUST001953,263.22,Completed,31/12/2025,10/01/2026,USA,East,Automotive
ORD00033181,10/11/2022,CUST003420,9.67,Completed,14/11/2022,18/11/2022,Australia,East,Fashion
ORD00033182,30/09/2023,CUST002963,9.86,Completed,05/10/2023,12/10/2023,Japan,East,Home & Kitchen
ORD00033183,13/02/2023,CUST000673,201.37,Completed,15/02/2023,25/02/2023,France,South,Home & Kitchen
ORD00033184,30/11/2024,CUST004493,1125.4,Shipped,02/12/2024,,Japan,East,Pet Supplies
ORD00033185,14/03/2022,CUST000011,254.27,Completed,15/03/2022,20/03/2022,Canada,East,Fashion
ORD00033186,04/12/2024,CUST002188,235.58,Completed,06/12/2024,12/12/2024,UK,South,Books
ORD00033187,13/01/2022,CUST000678,8.39,Completed,16/01/2022,26/01/2022,UK,South,Office Supplies
ORD00033188,17/09/2024,CUST001305,12.76,Completed,18/09/2024,23/09/2024,USA,Central,Beauty
ORD00033189,05/07/2022,CUST004148,40.77,Completed,10/07/2022,16/07/2022,Australia,East,Electronics
ORD00033190,09/07/2025,CUST002824,1507.74,Completed,11/07/2025,14/07/2025,Australia,North,Fashion
ORD00033191,21/10/2021,CUST004680,77.48,Completed,26/10/2021,05/11/2021,UK,West,Sports
ORD00033192,26/08/2024,CUST004296,508.79,Completed,27/08/2024,04/09/2024,Japan,West,Office Supplies
ORD00033193,12/02/2025,CUST000808,323.55,Completed,17/02/2025,27/02/2025,Japan,East,Automotive
ORD00033194,09/05/2020,CUST001352,83.83,Completed,10/05/2020,19/05/2020,Australia,East,Books
ORD00033195,17/05/2024,CUST002038,775.38,Completed,18/05/2024,21/05/2024,Canada,South,Books
ORD00033196,23/11/2026,CUST003807,126.16,Completed,24/11/2026,29/11/2026,India,East,Books
ORD00033197,04/03/2023,CUST000030,127.98,Completed,05/03/2023,10/03/2023,Japan,North,Beauty
ORD00033198,22/06/2025,CUST004855,619.38,Completed,25/06/2025,01/07/2025,India,South,Beauty
ORD00033199,20/02/2025,CUST001316,213.27,Completed,25/02/2025,06/03/2025,Germany,East,Office Supplies
ORD00033200,07/11/2021,CUST004082,56.77,Completed,09/11/2021,18/11/2021,France,East,Home & Kitchen
ORD00033201,12/11/2024,CUST002452,86.39,Completed,16/11/2024,25/11/2024,France,North,Beauty
ORD00033202,12/03/2022,CUST002002,236.26,Completed,13/03/2022,17/03/2022,Japan,South,Office Supplies
ORD00033203,13/11/2026,CUST004358,6.18,Completed,18/11/2026,28/11/2026,Australia,West,Toys
ORD00033204,30/06/2024,CUST001560,657.43,Cancelled,,,France,North,Home & Kitchen
ORD00033205,10/11/2022,CUST000770,4.77,Completed,12/11/2022,21/11/2022,Germany,Central,Fashion
ORD00033206,19/10/2026,CUST004099,365.31,Completed,20/10/2026,23/10/2026,Japan,South,Automotive
ORD00033207,31/01/2023,CUST001882,173.06,Completed,01/02/2023,04/02/2023,Canada,East,Toys
ORD00033208,25/02/2022,CUST002716,130.01,Completed,01/03/2022,10/03/2022,France,East,Office Supplies
ORD00033209,23/08/2022,CUST001506,121.07,Completed,24/08/2022,31/08/2022,France,Central,Office Supplies
ORD00033210,17/08/2026,CUST001007,687,Completed,18/08/2026,25/08/2026,USA,North,Toys
ORD00033211,26/05/2023,CUST001229,237.61,Pending,28/05/2023,,France,South,Beauty
ORD00033212,05/08/2020,CUST004334,152.98,Completed,09/08/2020,18/08/2020,India,South,Home & Kitchen
ORD00033213,01/11/2026,CUST002994,58.72,Completed,04/11/2026,07/11/2026,Canada,South,Pet Supplies
ORD00033214,05/09/2026,CUST001129,18.49,Cancelled,,,Germany,South,Toys
ORD00033215,31/10/2024,CUST002431,8.17,Completed,02/11/2024,06/11/2024,Japan,East,Fashion
ORD00033216,15/06/2025,CUST000958,49.17,Completed,17/06/2025,24/06/2025,UK,South,Sports
ORD00033217,21/04/2023,CUST003481,238.13,Completed,23/04/2023,27/04/2023,Germany,East,Fashion
ORD00033218,07/11/2021,CUST003473,136.69,Completed,11/11/2021,18/11/2021,USA,West,Home & Kitchen
ORD00033219,11/10/2024,CUST003458,390.43,Completed,14/10/2024,23/10/2024,USA,North,Automotive
ORD00033220,12/10/2025,CUST001569,68.7,Completed,13/10/2025,22/10/2025,Japan,North,Automotive
