OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineTotal,Category
ORD00032789-03,ORD00032789,PROD00209,3,311.35,0.05,887.35,Beauty
ORD00032789-04,ORD00032789,PROD00319,1,173.91,0.1,156.52,Automotive
ORD00032790-01,ORD00032790,PROD00088,1,112.32,0.15,95.47,Sports
ORD00032790-02,ORD00032790,PROD00247,2,95.76,0.15,162.79,Pet Supplies
ORD00032790-03,ORD00032790,PROD00278,4,117.93,0.05,448.13,Automotive
ORD00032790-04,ORD00032790,PROD00095,5,45.72,0,228.6,Beauty
ORD00032790-05,ORD00032790,PROD00368,1,205.06,0,205.06,Home & Kitchen
ORD00032791-01,ORD00032791,PROD00405,1,245.82,0,245.82,Toys
ORD00032791-02,ORD00032791,PROD00244,1,53.66,0,53.66,Home & Kitchen
ORD00032791-03,ORD00032791,PROD00415,1,64.32,0,64.32,Pet Supplies
ORD00032792-01,ORD00032792,PROD00139,2,105.56,0,211.12,Toys
ORD00032792-02,ORD00032792,PROD00185,1,97.33,0.15,82.73,Sports
ORD00032792-03,ORD00032792,PROD00184,5,107.69,0.1,484.61,Beauty
ORD00032792-04,ORD00032792,PROD00238,1,335.62,0,335.62,Toys
ORD00032792-05,ORD00032792,PROD00230,1,57.81,0.1,52.03,Books
ORD00032793-01,ORD00032793,PROD00418,4,87.55,0,350.2,Fashion
ORD00032793-02,ORD00032793,PROD00050,1,90.39,0,90.39,Automotive
ORD00032794-01,ORD00032794,PROD00344,1,74.27,0,74.27,Toys
ORD00032794-02,ORD00032794,PROD00397,1,111.86,0.05,106.27,Electronics
ORD00032794-03,ORD00032794,PROD00402,2,97.21,0.05,184.7,Office Supplies
ORD00032794-04,ORD00032794,PROD00078,1,113.8,0.1,102.42,Home & Kitchen
ORD00032795-01,ORD00032795,PROD00054,1,407.06,0,407.06,Home & Kitchen
ORD00032796-01,ORD00032796,PROD00406,5,77.52,0,387.6,Automotive
ORD00032796-02,ORD00032796,PROD00415,4,64.32,0.1,231.55,Pet Supplies
ORD00032796-03,ORD00032796,PROD00416,1,30.71,0,30.71,Toys
ORD00032797-01,ORD00032797,PROD00414,3,318.51,0.05,907.75,Pet Supplies
ORD00032797-02,ORD00032797,PROD00400,3,92.08,0,276.24,Pet Supplies
ORD00032797-03,ORD00032797,PROD00189,1,180.88,0,180.88,Sports
ORD00032798-01,ORD00032798,PROD00470,1,109.4,0,109.4,Toys
ORD00032799-01,ORD00032799,PROD00053,4,79.12,0,316.48,Fashion
ORD00032799-02,ORD00032799,PROD00211,4,468.06,0,1872.24,Automotive
ORD00032799-03,ORD00032799,PROD00148,3,119.77,0,359.31,Office Supplies
ORD00032799-04,ORD00032799,PROD00319,1,173.91,0.05,165.21,Automotive
ORD00032800-01,ORD00032800,PROD00276,5,96.47,0,482.35,Toys
ORD00032800-02,ORD00032800,PROD00233,3,82.28,0,246.84,Sports
ORD00032800-03,ORD00032800,PROD00447,1,211.31,0.1,190.18,Toys
ORD00032801-01,ORD00032801,PROD00419,2,311.19,0.15,529.02,Toys
ORD00032801-02,ORD00032801,PROD00349,4,116.85,0,467.4,Beauty
ORD00032801-03,ORD00032801,PROD00054,3,407.06,0.05,1160.12,Home & Kitchen
ORD00032801-04,ORD00032801,PROD00137,1,228.27,0,228.27,Automotive
ORD00032802-01,ORD00032802,PROD00282,5,180.71,0,903.55,Fashion
ORD00032802-02,ORD00032802,PROD00133,5,73.55,0.1,330.98,Fashion
ORD00032802-03,ORD00032802,PROD00127,1,491.63,0.1,442.47,Books
ORD00032803-01,ORD00032803,PROD00154,1,250.17,0,250.17,Automotive
ORD00032804-01,ORD00032804,PROD00487,5,176.36,0.1,793.62,Beauty
ORD00032804-02,ORD00032804,PROD00374,4,104.52,0,418.08,Home & Kitchen
ORD00032804-03,ORD00032804,PROD00219,1,331.26,0,331.26,Automotive
ORD00032805-01,ORD00032805,PROD00489,1,62.69,0.05,59.56,Office Supplies
ORD00032805-02,ORD00032805,PROD00449,1,78.75,0.05,74.81,Home & Kitchen
ORD00032806-01,ORD00032806,PROD00445,2,144.39,0,288.78,Pet Supplies
ORD00032806-02,ORD00032806,PROD00307,4,112.61,0,450.44,Home & Kitchen
ORD00032806-03,ORD00032806,PROD00263,1,48.88,0,48.88,Office Supplies
ORD00032807-01,ORD00032807,PROD00406,4,77.52,0,310.08,Automotive
ORD00032807-02,ORD00032807,PROD00319,1,173.91,0,173.91,Automotive
ORD00032808-01,ORD00032808,PROD00244,1,53.66,0.15,45.61,Home & Kitchen
ORD00032808-02,ORD00032808,PROD00047,1,51.33,0.05,48.76,Fashion
ORD00032809-01,ORD00032809,PROD00142,5,320.16,0,1600.8,Books
ORD00032809-02,ORD00032809,PROD00206,1,159.06,0.1,143.15,Books
ORD00032810-01,ORD00032810,PROD00336,2,243.93,0,487.86,Office Supplies
ORD00032811-01,ORD00032811,PROD00306,4,151.94,0,607.76,Home & Kitchen
ORD00032811-02,ORD00032811,PROD00423,4,102.84,0.05,390.79,Beauty
ORD00032811-03,ORD00032811,PROD00494,1,299.68,0.1,269.71,Pet Supplies
ORD00032812-01,ORD00032812,PROD00004,1,318.42,0,318.42,Home & Kitchen
ORD00032812-02,ORD00032812,PROD00365,3,58.45,0.05,166.58,Pet Supplies
ORD00032812-03,ORD00032812,PROD00263,3,48.88,0.15,124.64,Office Supplies
ORD00032812-04,ORD00032812,PROD00379,2,133.57,0,267.14,Books
ORD00032812-05,ORD00032812,PROD00047,1,51.33,0,51.33,Fashion
ORD00032813-01,ORD00032813,PROD00180,1,116.53,0.15,99.05,Automotive
ORD00032813-02,ORD00032813,PROD00104,1,135.91,0,135.91,Toys
ORD00032814-01,ORD00032814,PROD00448,3,271.98,0,815.94,Automotive
ORD00032814-02,ORD00032814,PROD00376,1,43.01,0.1,38.71,Office Supplies
ORD00032814-03,ORD00032814,PROD00107,1,193.1,0.1,173.79,Toys
ORD00032815-01,ORD00032815,PROD00104,5,135.91,0.15,577.62,Toys
ORD00032815-02,ORD00032815,PROD00109,1,48.51,0,48.51,Sports
ORD00032815-03,ORD00032815,PROD00330,5,105.47,0.1,474.62,Books
ORD00032815-04,ORD00032815,PROD00231,1,433.45,0.05,411.78,Sports
ORD00032816-01,ORD00032816,PROD00392,2,122.02,0,244.04,Books
ORD00032816-02,ORD00032816,PROD00047,5,51.33,0,256.65,Fashion
ORD00032816-03,ORD00032816,PROD00467,1,28.26,0,28.26,Home & Kitchen
ORD00032816-04,ORD00032816,PROD00202,2,90.4,0.05,171.76,Automotive
ORD00032816-05,ORD00032816,PROD00465,1,314.95,0,314.95,Pet Supplies
ORD00032817-01,ORD00032817,PROD00277,1,229.12,0,229.12,Pet Supplies
ORD00032818-01,ORD00032818,PROD00499,3,379.23,0.1,1023.92,Office Supplies
ORD00032818-02,ORD00032818,PROD00047,1,51.33,0,51.33,Fashion
ORD00032819-01,ORD00032819,PROD00007,5,109.24,0,546.2,Home & Kitchen
ORD00032819-02,ORD00032819,PROD00074,5,33.46,0.1,150.57,Home & Kitchen
ORD00032819-03,ORD00032819,PROD00444,1,143.62,0.05,136.44,Toys
ORD00032820-01,ORD00032820,PROD00374,4,104.52,0.15,355.37,Home & Kitchen
ORD00032820-02,ORD00032820,PROD00010,1,43.54,0.15,37.01,Office Supplies
ORD00032821-01,ORD00032821,PROD00098,2,103.39,0,206.78,Sports
ORD00032821-02,ORD00032821,PROD00190,2,518.97,0.15,882.25,Beauty
ORD00032821-03,ORD00032821,PROD00425,1,54.04,0,54.04,Toys
ORD00032822-01,ORD00032822,PROD00035,1,120.22,0.15,102.19,Home & Kitchen
ORD00032823-01,ORD00032823,PROD00243,2,49.15,0.15,83.55,Electronics
ORD00032823-02,ORD00032823,PROD00352,1,51.24,0,51.24,Pet Supplies
ORD00032823-03,ORD00032823,PROD00202,1,90.4,0,90.4,Automotive
ORD00032823-04,ORD00032823,PROD00375,1,55.19,0.05,52.43,Automotive
ORD00032823-05,ORD00032823,PROD00349,1,116.85,0.05,111.01,Beauty
ORD00032824-01,ORD00032824,PROD00417,2,40.31,0.1,72.56,Beauty
ORD00032824-02,ORD00032824,PROD00111,1,573.48,0,573.48,Fashion
ORD00032824-03,ORD00032824,PROD00287,1,116.93,0.1,105.24,Books
ORD00032825-01,ORD00032825,PROD00434,2,113.15,0,226.3,Pet Supplies
ORD00032825-02,ORD00032825,PROD00127,2,491.63,0,983.26,Books
ORD00032825-03,ORD00032825,PROD00177,1,178.77,0.1,160.89,Beauty
ORD00032826-01,ORD00032826,PROD00026,3,116.66,0.15,297.48,Automotive
ORD00032826-02,ORD00032826,PROD00287,1,116.93,0.15,99.39,Books
ORD00032826-03,ORD00032826,PROD00140,2,95.19,0.1,171.34,Books
ORD00032826-04,ORD00032826,PROD00374,1,104.52,0.15,88.84,Home & Kitchen
ORD00032827-01,ORD00032827,PROD00482,1,105.34,0.05,100.07,Home & Kitchen
ORD00032828-01,ORD00032828,PROD00254,3,56.04,0,168.12,Pet Supplies
ORD00032829-01,ORD00032829,PROD00241,5,81.26,0,406.3,Sports
ORD00032829-02,ORD00032829,PROD00240,1,1056.91,0.05,1004.06,Home & Kitchen
ORD00032829-03,ORD00032829,PROD00425,1,54.04,0.05,51.34,Toys
ORD00032830-01,ORD00032830,PROD00095,5,45.72,0,228.6,Beauty
ORD00032830-02,ORD00032830,PROD00479,1,118.41,0.15,100.65,Sports
ORD00032830-03,ORD00032830,PROD00495,1,75.43,0.1,67.89,Sports
ORD00032831-01,ORD00032831,PROD00087,1,84.63,0,84.63,Home & Kitchen
ORD00032831-02,ORD00032831,PROD00416,1,30.71,0,30.71,Toys
ORD00032831-03,ORD00032831,PROD00255,5,93.58,0,467.9,Books
ORD00032831-04,ORD00032831,PROD00444,5,143.62,0,718.1,Toys
ORD00032831-05,ORD00032831,PROD00247,1,95.76,0,95.76,Pet Supplies
ORD00032832-01,ORD00032832,PROD00103,5,29.9,0,149.5,Toys
ORD00032832-02,ORD00032832,PROD00189,4,180.88,0,723.52,Sports
ORD00032832-03,ORD00032832,PROD00074,1,33.46,0,33.46,Home & Kitchen
ORD00032833-01,ORD00032833,PROD00280,1,123.42,0.15,104.91,Home & Kitchen
ORD00032834-01,ORD00032834,PROD00168,5,196.39,0,981.95,Fashion
ORD00032834-02,ORD00032834,PROD00109,1,48.51,0.1,43.66,Sports
ORD00032835-01,ORD00032835,PROD00049,5,114.08,0,570.4,Office Supplies
ORD00032835-02,ORD00032835,PROD00383,2,225.75,0.05,428.92,Fashion
ORD00032835-03,ORD00032835,PROD00401,2,190.69,0.05,362.31,Toys
ORD00032835-04,ORD00032835,PROD00244,1,53.66,0,53.66,Home & Kitchen
ORD00032836-01,ORD00032836,PROD00307,5,112.61,0.05,534.9,Home & Kitchen
ORD00032836-02,ORD00032836,PROD00326,1,395.11,0,395.11,Beauty
ORD00032836-03,ORD00032836,PROD00017,1,89.05,0.15,75.69,Home & Kitchen
ORD00032837-01,ORD00032837,PROD00476,1,74.22,0.1,66.8,Beauty
ORD00032837-02,ORD00032837,PROD00243,4,49.15,0,196.6,Electronics
ORD00032837-03,ORD00032837,PROD00265,1,110.81,0.15,94.19,Sports
ORD00032838-01,ORD00032838,PROD00278,4,117.93,0.05,448.13,Automotive
ORD00032838-02,ORD00032838,PROD00049,1,114.08,0,114.08,Office Supplies
ORD00032838-03,ORD00032838,PROD00224,4,120.7,0.1,434.52,Pet Supplies
ORD00032838-04,ORD00032838,PROD00294,1,62.33,0.15,52.98,Sports
ORD00032839-01,ORD00032839,PROD00225,4,59.67,0.1,214.81,Pet Supplies
ORD00032839-02,ORD00032839,PROD00376,5,43.01,0,215.05,Office Supplies
ORD00032839-03,ORD00032839,PROD00082,5,227.44,0,1137.2,Books
ORD00032839-04,ORD00032839,PROD00109,1,48.51,0.1,43.66,Sports
ORD00032840-01,ORD00032840,PROD00215,3,209.92,0.15,535.3,Toys
ORD00032840-02,ORD00032840,PROD00417,1,40.31,0.05,38.29,Beauty
ORD00032841-01,ORD00032841,PROD00097,2,106.83,0,213.66,Books
ORD00032841-02,ORD00032841,PROD00069,5,48.11,0.1,216.5,Books
ORD00032841-03,ORD00032841,PROD00436,1,78.14,0.05,74.23,Fashion
ORD00032842-01,ORD00032842,PROD00271,4,175.66,0.05,667.51,Office Supplies
ORD00032842-02,ORD00032842,PROD00058,1,77.18,0,77.18,Toys
ORD00032843-01,ORD00032843,PROD00298,3,206.44,0,619.32,Automotive
ORD00032843-02,ORD00032843,PROD00247,1,95.76,0,95.76,Pet Supplies
ORD00032843-03,ORD00032843,PROD00112,4,155.87,0.05,592.31,Fashion
ORD00032843-04,ORD00032843,PROD00318,1,40.06,0,40.06,Office Supplies
ORD00032844-01,ORD00032844,PROD00313,1,322,0.15,273.7,Electronics
ORD00032845-01,ORD00032845,PROD00313,4,322,0,1288,Electronics
ORD00032845-02,ORD00032845,PROD00418,4,87.55,0.15,297.67,Fashion
ORD00032845-03,ORD00032845,PROD00374,5,104.52,0,522.6,Home & Kitchen
ORD00032845-04,ORD00032845,PROD00356,1,106.57,0,106.57,Beauty
ORD00032845-05,ORD00032845,PROD00039,1,96.51,0.1,86.86,Office Supplies
ORD00032846-01,ORD00032846,PROD00361,2,115.15,0,230.3,Fashion
ORD00032847-01,ORD00032847,PROD00253,2,53.49,0.15,90.93,Sports
ORD00032847-02,ORD00032847,PROD00243,1,49.15,0,49.15,Electronics
ORD00032847-03,ORD00032847,PROD00402,5,97.21,0,486.05,Office Supplies
ORD00032847-04,ORD00032847,PROD00159,1,155.33,0.15,132.03,Books
ORD00032848-01,ORD00032848,PROD00472,5,151.44,0,757.2,Books
ORD00032848-02,ORD00032848,PROD00235,1,58.89,0,58.89,Pet Supplies
ORD00032848-03,ORD00032848,PROD00375,1,55.19,0.15,46.91,Automotive
ORD00032849-01,ORD00032849,PROD00341,4,160.35,0,641.4,Sports
ORD00032849-02,ORD00032849,PROD00341,1,160.35,0.1,144.31,Sports
ORD00032850-01,ORD00032850,PROD00134,5,332.26,0,1661.3,Automotive
ORD00032850-02,ORD00032850,PROD00271,5,175.66,0.05,834.38,Office Supplies
ORD00032850-03,ORD00032850,PROD00318,4,40.06,0.1,144.22,Office Supplies
ORD00032850-04,ORD00032850,PROD00407,1,286.46,0,286.46,Electronics
ORD00032851-01,ORD00032851,PROD00404,2,107.52,0.05,204.29,Automotive
ORD00032851-02,ORD00032851,PROD00145,1,112.71,0,112.71,Home & Kitchen
ORD00032852-01,ORD00032852,PROD00174,3,28.26,0,84.78,Toys
ORD00032852-02,ORD00032852,PROD00065,5,97.49,0.15,414.33,Fashion
ORD00032852-03,ORD00032852,PROD00186,2,91.8,0,183.6,Fashion
ORD00032852-04,ORD00032852,PROD00368,5,205.06,0.1,922.77,Home & Kitchen
ORD00032852-05,ORD00032852,PROD00137,1,228.27,0.1,205.44,Automotive
ORD00032853-01,ORD00032853,PROD00238,5,335.62,0,1678.1,Toys
ORD00032853-02,ORD00032853,PROD00073,2,110.82,0.1,199.48,Pet Supplies
ORD00032853-03,ORD00032853,PROD00376,1,43.01,0,43.01,Office Supplies
ORD00032853-04,ORD00032853,PROD00255,5,93.58,0.1,421.11,Books
ORD00032853-05,ORD00032853,PROD00486,1,99.73,0,99.73,Books
ORD00032854-01,ORD00032854,PROD00323,4,73.95,0,295.8,Home & Kitchen
ORD00032854-02,ORD00032854,PROD00010,3,43.54,0.05,124.09,Office Supplies
ORD00032854-03,ORD00032854,PROD00047,2,51.33,0,102.66,Fashion
ORD00032854-04,ORD00032854,PROD00224,5,120.7,0.1,543.15,Pet Supplies
ORD00032854-05,ORD00032854,PROD00245,1,347.13,0.1,312.42,Fashion
ORD00032855-01,ORD00032855,PROD00360,1,67.3,0.05,63.93,Electronics
ORD00032856-01,ORD00032856,PROD00172,3,109.51,0,328.53,Fashion
ORD00032856-02,ORD00032856,PROD00450,1,236.32,0,236.32,Toys
ORD00032857-01,ORD00032857,PROD00450,5,236.32,0,1181.6,Toys
ORD00032857-02,ORD00032857,PROD00473,3,394.38,0.1,1064.83,Automotive
ORD00032857-03,ORD00032857,PROD00291,1,118.01,0,118.01,Beauty
ORD00032858-01,ORD00032858,PROD00134,1,332.26,0.15,282.42,Automotive
ORD00032858-02,ORD00032858,PROD00462,1,100.12,0.15,85.1,Electronics
ORD00032858-03,ORD00032858,PROD00145,1,112.71,0.05,107.07,Home & Kitchen
ORD00032859-01,ORD00032859,PROD00496,2,106.35,0.05,202.06,Books
ORD00032859-02,ORD00032859,PROD00025,3,118.5,0.15,302.18,Automotive
ORD00032859-03,ORD00032859,PROD00348,2,144.67,0.1,260.41,Home & Kitchen
ORD00032859-04,ORD00032859,PROD00387,5,149.3,0,746.5,Automotive
ORD00032859-05,ORD00032859,PROD00155,1,139.45,0.05,132.48,Office Supplies
ORD00032860-01,ORD00032860,PROD00210,2,231.24,0.05,439.36,Home & Kitchen
ORD00032860-02,ORD00032860,PROD00052,3,68.43,0.05,195.03,Beauty
ORD00032860-03,ORD00032860,PROD00418,3,87.55,0.05,249.52,Fashion
ORD00032860-04,ORD00032860,PROD00018,1,173.82,0,173.82,Toys
ORD00032861-01,ORD00032861,PROD00006,2,62.13,0.05,118.05,Electronics
ORD00032861-02,ORD00032861,PROD00254,4,56.04,0.15,190.54,Pet Supplies
ORD00032861-03,ORD00032861,PROD00254,1,56.04,0.15,47.63,Pet Supplies
ORD00032861-04,ORD00032861,PROD00277,2,229.12,0.1,412.42,Pet Supplies
ORD00032861-05,ORD00032861,PROD00152,1,163.67,0.1,147.3,Fashion
ORD00032862-01,ORD00032862,PROD00307,4,112.61,0.05,427.92,Home & Kitchen
ORD00032862-02,ORD00032862,PROD00239,5,142.77,0.1,642.47,Fashion
ORD00032862-03,ORD00032862,PROD00467,1,28.26,0.1,25.43,Home & Kitchen
ORD00032863-01,ORD00032863,PROD00445,3,144.39,0,433.17,Pet Supplies
ORD00032863-02,ORD00032863,PROD00400,5,92.08,0.1,414.36,Pet Supplies
ORD00032863-03,ORD00032863,PROD00392,1,122.02,0,122.02,Books
ORD00032864-01,ORD00032864,PROD00043,2,47.14,0,94.28,Books
ORD00032865-01,ORD00032865,PROD00349,2,116.85,0.05,222.01,Beauty
ORD00032865-02,ORD00032865,PROD00170,5,125.25,0.05,594.94,Office Supplies
ORD00032865-03,ORD00032865,PROD00282,2,180.71,0,361.42,Fashion
ORD00032865-04,ORD00032865,PROD00163,1,40.25,0.05,38.24,Books
ORD00032866-01,ORD00032866,PROD00050,2,90.39,0.1,162.7,Automotive
ORD00032866-02,ORD00032866,PROD00044,1,187.23,0,187.23,Sports
ORD00032866-03,ORD00032866,PROD00482,1,105.34,0,105.34,Home & Kitchen
ORD00032867-01,ORD00032867,PROD00257,4,74.35,0.1,267.66,Beauty
ORD00032867-02,ORD00032867,PROD00465,5,314.95,0,1574.75,Pet Supplies
ORD00032867-03,ORD00032867,PROD00118,1,500.27,0,500.27,Fashion
ORD00032868-01,ORD00032868,PROD00308,2,636.89,0.1,1146.4,Automotive
ORD00032868-02,ORD00032868,PROD00026,1,116.66,0,116.66,Automotive
ORD00032869-01,ORD00032869,PROD00076,5,109.99,0.1,494.96,Electronics
ORD00032869-02,ORD00032869,PROD00247,2,95.76,0,191.52,Pet Supplies
ORD00032869-03,ORD00032869,PROD00143,1,495.93,0,495.93,Fashion
ORD00032869-04,ORD00032869,PROD00033,4,172.44,0,689.76,Beauty
ORD00032869-05,ORD00032869,PROD00301,1,164.94,0.05,156.69,Automotive
ORD00032870-01,ORD00032870,PROD00296,3,95.32,0,285.96,Sports
ORD00032870-02,ORD00032870,PROD00468,1,128,0.15,108.8,Home & Kitchen
ORD00032871-01,ORD00032871,PROD00465,1,314.95,0,314.95,Pet Supplies
ORD00032871-02,ORD00032871,PROD00082,2,227.44,0.05,432.14,Books
ORD00032871-03,ORD00032871,PROD00375,1,55.19,0,55.19,Automotive
ORD00032872-01,ORD00032872,PROD00298,4,206.44,0,825.76,Automotive
ORD00032872-02,ORD00032872,PROD00245,4,347.13,0,1388.52,Fashion
ORD00032872-03,ORD00032872,PROD00431,1,105.88,0,105.88,Sports
ORD00032873-01,ORD00032873,PROD00169,1,46.51,0.05,44.18,Office Supplies
ORD00032873-02,ORD00032873,PROD00393,5,140.87,0,704.35,Toys
ORD00032873-03,ORD00032873,PROD00447,4,211.31,0.1,760.72,Toys
ORD00032873-04,ORD00032873,PROD00254,1,56.04,0,56.04,Pet Supplies
ORD00032874-01,ORD00032874,PROD00276,1,96.47,0,96.47,Toys
ORD00032875-01,ORD00032875,PROD00215,4,209.92,0,839.68,Toys
ORD00032875-02,ORD00032875,PROD00449,1,78.75,0.1,70.88,Home & Kitchen
ORD00032876-01,ORD00032876,PROD00296,3,95.32,0,285.96,Sports
ORD00032876-02,ORD00032876,PROD00393,5,140.87,0,704.35,Toys
ORD00032876-03,ORD00032876,PROD00388,1,148.03,0,148.03,Books
ORD00032876-04,ORD00032876,PROD00277,4,229.12,0,916.48,Pet Supplies
ORD00032876-05,ORD00032876,PROD00308,1,636.89,0,636.89,Automotive
ORD00032877-01,ORD00032877,PROD00344,1,74.27,0.15,63.13,Toys
ORD00032877-02,ORD00032877,PROD00101,1,119.85,0.05,113.86,Toys
ORD00032877-03,ORD00032877,PROD00263,5,48.88,0,244.4,Office Supplies
ORD00032877-04,ORD00032877,PROD00388,1,148.03,0,148.03,Books
ORD00032878-01,ORD00032878,PROD00007,13,109.24,0.05,1349.11,Home & Kitchen
ORD00032879-01,ORD00032879,PROD00396,4,126.94,0,507.76,Fashion
ORD00032879-02,ORD00032879,PROD00265,1,110.81,0,110.81,Sports
ORD00032880-01,ORD00032880,PROD00106,5,142.13,0.1,639.59,Home & Kitchen
ORD00032880-02,ORD00032880,PROD00277,2,229.12,0,458.24,Pet Supplies
ORD00032880-03,ORD00032880,PROD00318,1,40.06,0,40.06,Office Supplies
ORD00032881-01,ORD00032881,PROD00195,2,192.55,0.1,346.59,Books
ORD00032882-01,ORD00032882,PROD00109,3,48.51,0.1,130.98,Sports
ORD00032882-02,ORD00032882,PROD00409,3,111.46,0,334.38,Books
ORD00032882-03,ORD00032882,PROD00397,2,111.86,0,223.72,Electronics
ORD00032882-04,ORD00032882,PROD00288,1,174.78,0,174.78,Books
ORD00032883-01,ORD00032883,PROD00456,4,70.37,0,281.48,Beauty
ORD00032883-02,ORD00032883,PROD00133,1,73.55,0.1,66.19,Fashion
ORD00032883-03,ORD00032883,PROD00125,5,369.58,0,1847.9,Toys
ORD00032883-04,ORD00032883,PROD00018,2,173.82,0,347.64,Toys
ORD00032883-05,ORD00032883,PROD00446,1,173.54,0,173.54,Pet Supplies
ORD00032884-01,ORD00032884,PROD00159,1,155.33,0,155.33,Books
ORD00032884-02,ORD00032884,PROD00048,5,65.78,0.15,279.56,Fashion
ORD00032884-03,ORD00032884,PROD00349,5,116.85,0.05,555.04,Beauty
ORD00032884-04,ORD00032884,PROD00289,1,108.69,0.05,103.26,Pet Supplies
ORD00032885-01,ORD00032885,PROD00146,1,76.21,0,76.21,Pet Supplies
ORD00032885-02,ORD00032885,PROD00136,5,285.15,0,1425.75,Home & Kitchen
ORD00032885-03,ORD00032885,PROD00225,3,59.67,0.05,170.06,Pet Supplies
ORD00032885-04,ORD00032885,PROD00349,3,116.85,0.15,297.97,Beauty
ORD00032885-05,ORD00032885,PROD00230,1,57.81,0.05,54.92,Books
ORD00032886-01,ORD00032886,PROD00125,4,369.58,0,1478.32,Toys
ORD00032886-02,ORD00032886,PROD00112,1,155.87,0,155.87,Fashion
ORD00032887-01,ORD00032887,PROD00148,4,119.77,0.15,407.22,Office Supplies
ORD00032888-01,ORD00032888,PROD00143,1,495.93,0,495.93,Fashion
ORD00032888-02,ORD00032888,PROD00110,1,61.05,0.05,58,Office Supplies
ORD00032888-03,ORD00032888,PROD00097,3,106.83,0.1,288.44,Books
ORD00032888-04,ORD00032888,PROD00228,4,58.9,0.05,223.82,Books
ORD00032888-05,ORD00032888,PROD00035,1,120.22,0.05,114.21,Home & Kitchen
ORD00032889-01,ORD00032889,PROD00125,1,369.58,0.1,332.62,Toys
ORD00032890-01,ORD00032890,PROD00364,1,91.35,0,91.35,Pet Supplies
ORD00032890-02,ORD00032890,PROD00299,2,72.54,0.1,130.57,Pet Supplies
ORD00032890-03,ORD00032890,PROD00202,1,90.4,0,90.4,Automotive
ORD00032891-01,ORD00032891,PROD00417,1,40.31,0,40.31,Beauty
ORD00032892-01,ORD00032892,PROD00323,3,73.95,0,221.85,Home & Kitchen
ORD00032892-02,ORD00032892,PROD00318,1,40.06,0.05,38.06,Office Supplies
ORD00032892-03,ORD00032892,PROD00253,8,53.49,0,427.92,Sports
ORD00032893-01,ORD00032893,PROD00361,4,115.15,0,460.6,Fashion
ORD00032893-02,ORD00032893,PROD00374,3,104.52,0.05,297.88,Home & Kitchen
ORD00032893-03,ORD00032893,PROD00087,2,84.63,0,169.26,Home & Kitchen
ORD00032893-04,ORD00032893,PROD00025,1,118.5,0,118.5,Automotive
ORD00032894-01,ORD00032894,PROD00418,5,87.55,0.15,372.09,Fashion
ORD00032894-02,ORD00032894,PROD00453,2,104.89,0,209.78,Books
ORD00032894-03,ORD00032894,PROD00382,3,697.89,0,2093.67,Books
ORD00032894-04,ORD00032894,PROD00479,1,118.41,0,118.41,Sports
ORD00032895-01,ORD00032895,PROD00109,1,48.51,0,48.51,Sports
ORD00032895-02,ORD00032895,PROD00394,2,175.41,0.1,315.74,Office Supplies
ORD00032896-01,ORD00032896,PROD00083,1,194.55,0,194.55,Sports
ORD00032897-01,ORD00032897,PROD00319,1,173.91,0,173.91,Automotive
ORD00032897-02,ORD00032897,PROD00186,4,91.8,0,367.2,Fashion
ORD00032897-03,ORD00032897,PROD00059,4,87.55,0,350.2,Automotive
ORD00032897-04,ORD00032897,PROD00397,4,111.86,0,447.44,Electronics
ORD00032897-05,ORD00032897,PROD00095,1,45.72,0.1,41.15,Beauty
ORD00032898-01,ORD00032898,PROD00467,2,28.26,0.05,53.69,Home & Kitchen
ORD00032898-02,ORD00032898,PROD00153,1,88.52,0,88.52,Office Supplies
ORD00032899-01,ORD00032899,PROD00021,3,162.52,0.1,438.8,Electronics
ORD00032899-02,ORD00032899,PROD00317,4,79.33,0.05,301.45,Toys
ORD00032899-03,ORD00032899,PROD00001,4,133.94,0,535.76,Home & Kitchen
ORD00032899-04,ORD00032899,PROD00409,1,111.46,0,111.46,Books
ORD00032900-01,ORD00032900,PROD00278,3,117.93,0.1,318.41,Automotive
ORD00032900-02,ORD00032900,PROD00263,5,48.88,0,244.4,Office Supplies
ORD00032900-03,ORD00032900,PROD00328,2,705.35,0,1410.7,Fashion
ORD00032900-04,ORD00032900,PROD00010,1,43.54,0.1,39.19,Office Supplies
ORD00032901-01,ORD00032901,PROD00177,3,178.77,0.1,482.68,Beauty
ORD00032901-02,ORD00032901,PROD00151,5,46.38,0.15,197.12,Beauty
ORD00032901-03,ORD00032901,PROD00215,5,209.92,0,1049.6,Toys
ORD00032901-04,ORD00032901,PROD00274,1,142.83,0.05,135.69,Pet Supplies
ORD00032902-01,ORD00032902,PROD00267,3,85.38,0.1,230.53,Automotive
ORD00032902-02,ORD00032902,PROD00011,5,290.77,0.1,1308.46,Sports
ORD00032902-03,ORD00032902,PROD00061,5,169.5,0,847.5,Office Supplies
ORD00032902-04,ORD00032902,PROD00395,2,85.1,0.05,161.69,Fashion
ORD00032902-05,ORD00032902,PROD00018,1,173.82,0.15,147.75,Toys
ORD00032903-01,ORD00032903,PROD00042,5,293.63,0.15,1247.93,Beauty
ORD00032903-02,ORD00032903,PROD00462,2,100.12,0,200.24,Electronics
ORD00032903-03,ORD00032903,PROD00031,3,61.35,0,184.05,Books
